country,iso3c,year,Pillar 1  - Data Use - Score,Pillar 2 - Data Services - Score,Pillar 3 - Data Products - Score,Pillar 4 - Data Sources - Score,Pillar 5 - Data Infrastructure - Score,SPI Overall Score,Dimension 1.5: Data use by international organizations,Dimension 2.1: Data Releases,Dimension 2.2: Online access,Dimension 2.4: Data services,Dimension 3.1: Social Statistics,Dimension 3.2: Economic Statistics,Dimension 3.3: Environmental Statistics,Dimension 3.4: Institutional Statistics,Dimension 4.1: Censuses,Dimension 4.1: Surveys,Dimension 4.2: Administrative Data,Dimension 4.3: Geospatial Data,Dimension 5.1: Legislation and governance,Dimension 5.2: Standards and Methods,Dimension 5.5: Finance,Dimension 1.5: Data use by international organisations - Availability of Comparable Poverty headcount ratio at $2.15 a day,"Dimension 1.5: Data use by international organisations - Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME",Dimension 1.5: Data use by international organisations - Quality of Debt service data according to World Bank,Dimension 1.5: Data use by international organisations - Safely Managed Drinking Water,Dimension 1.5: Data use by international organisations - Labor force participation rate by sex and age (%),Dimension 2.1: Data releases - SDDS/e-GDDS subscription,Dimension 2.2: Online access - Machine Readability Score,Dimension 2.2: Online access - Non-Proprietary format Score,Dimension 2.2: Online access - Download Options Score,Dimension 2.2: Online access - Metadata Available Score,Dimension 2.2: Online access - Terms of Use Score,Dimension 2.2: Online access - ODIN Open Data Openness score,Dimension 2.4: Data access services - NADA metadata,Dimension 3.1: SDG Goal 1 - GOAL 1: No Poverty,Dimension 3.2: SDG Goal 2 - GOAL 2: Zero Hunger,Dimension 3.3: SDG Goal 3 - GOAL 3: Good Health and Well-being,Dimension 3.4: SDG Goal 4 - GOAL 4: Quality Education,Dimension 3.5: SDG Goal 5 - GOAL 5: Gender Equality,Dimension 3.6: SDG Goal 6 - GOAL 6: Clean Water and Sanitation,Dimension 3.7: SDG Goal 7 - GOAL 7: Affordable and Clean Energy,Dimension 3.8: SDG Goal 8 - GOAL 8: Decent Work and Economic Growth,"Dimension 3.9: SDG Goal 9 - GOAL 9: Industry, Innovation and Infrastructure",Dimension 3.10: SDG Goal 10 - GOAL 10: Reduced Inequality,Dimension 3.11: SDG Goal 11 - GOAL 11: Sustainable Cities and Communities,Dimension 3.12: SDG Goal 12 - GOAL 12: Responsible Consumption and Production,Dimension 3.13: SDG Goal 13 - GOAL 13: Climate Action,Dimension 3.15: SDG Goal 15 - GOAL 15: Life on Land,Dimension 3.16: SDG Goal 16 - GOAL 16: Peace and Justice Strong Institutions,Dimension 3.17: SDG Goal 17 - GOAL 17: Partnerships to achieve the Goal,Dimension 4.1: censuses and surveys - Population & Housing census,Dimension 4.1: censuses and surveys - Agriculture census,Dimension 4.1: censuses and surveys - Business/establishment census,"Dimension 4.1: censuses and surveys - Household Survey on income, etc",Dimension 4.1: censuses and surveys - Agriculture survey,Dimension 4.1: censuses and surveys - Labor Force Survey,Dimension 4.1: censuses and surveys - Health/Demographic survey,Dimension 4.1: censuses and surveys - Business/establishment survey,Dimension 4.2: administrative data - CRVS (WDI),Dimension 4.3: geospatial data - Geospatial data available at 1st Admin Level,Dimension 5.1: Legislation and governance - Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,Dimension 5.2: standards - System of national accounts in use,Dimension 5.2: standards - National Accounts base year,Dimension 5.2: standards - Classification of national industry,Dimension 5.2: standards - CPI base year,Dimension 5.2: standards - Classification of household consumption,Dimension 5.2: standards - Classification of status of employment,Dimension 5.2: standards - Central government accounting status,Dimension 5.2: standards - Compilation of government finance statistics,Dimension 5.2: standards - Compilation of monetary and financial statistics,Dimension 5.2: standards - Business process,Dimension 5.5: Finance - Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,income,region,weights,population
Romania,ROU,2022,90,94.2,76.53125,75.88333333,85,84.32291667,0.9,1,0.826,1,0.675,0.777833333,0.889,0.875,0.833333333,0.868,1,0.334,1,0.85,1,1,1,1,0.5,1,1,0.967,0.967,0.867,0.869,0.46,0.826,1,1,0.5,0.8,0.4,0.6,0.75,0.667,0.75,0.9,0.75,0.8,0.8,1,0.778,1,0.75,1,0.5,1,1,0.67,1,0.67,1,1,0.334,1,1,1,1,0.5,0,1,1,1,1,1,1,High income,Europe & Central Asia,1,19047009
Bulgaria,BGR,2022,90,91.33333333,75.68125,74.08333333,90,84.21958333,0.9,1,0.74,1,0.6445,0.798666667,0.85,0.875,0.833333333,0.868,1,0.262,1,0.9,1,1,1,1,1,0.5,1,0.867,0.919,0.714,0.762,0.436,0.74,1,0.857,0.5,0.76,0.4,0.6,0.75,0.667,0.75,0.9,0.875,0.8,0.8,1,0.7,1,0.75,1,0.5,1,1,0.67,1,0.67,1,1,0.262,1,1,1,1,1,1,1,1,1,1,0,1,Upper middle income,Europe & Central Asia,1,6465097
Russian Federation,RUS,2022,93.4,87.63333333,76.49375,72.825,90,84.07041667,0.934,1,0.629,1,0.6845,0.757,0.889,0.906,1,0.6,1,0.313,1,0.9,1,1,1,0.67,1,1,1,0.676,0.788,0.498,0.662,0.521,0.629,1,0.857,0.5,0.8,0.6,0.6,0.75,0.667,0.625,0.9,0.75,0.8,0.8,1,0.778,1,0.812,1,1,1,1,0.33,1,0,0.67,1,0.313,1,1,1,1,0,1,1,1,1,1,1,1,Upper middle income,Europe & Central Asia,1,144236933
Philippines,PHL,2022,100,90.63333333,89.80625,84.8,55,84.04791667,1,1,0.719,1,0.915833333,0.9115,0.8335,0.869,1,0.934,1,0.458,1,0.55,1,1,1,1,1,1,1,0.826,0.933,0.36,0.54,0.933,0.719,1,1,0.9,0.92,1,0.8,0.875,0.944,0.875,0.9,0.75,1,1,0.667,1,0.8,0.938,1,1,1,1,1,1,0.67,1,1,0.458,1,1,0.5,0.5,0.5,1,1,0,0,1,0,1,Lower middle income,East Asia & Pacific,1,115559009
Mongolia,MNG,2022,100,97.16666667,89.65,73.40833333,60,84.045,1,1,0.915,1,0.903333333,0.8865,0.8335,0.969,0.833333333,0.666,1,0.437,1,0.6,1,1,1,1,1,1,1,1,1,0.81,0.8,0.967,0.915,1,1,0.9,0.92,0.8,0.8,1,0.944,0.875,1,0.5,1,1,0.667,1,1,0.938,1,0.5,1,1,0.33,1,1,0,1,0.437,1,1,0.5,0.5,0.5,1,1,0.5,0,1,0,1,Lower middle income,East Asia & Pacific,1,3398366
Albania,ALB,2022,90,69.76666667,87.24375,71.78333333,100,83.75875,0.9,0.5,0.593,1,0.906166667,0.836166667,0.7835,0.969,0.833333333,0.734,1,0.304,0,1,0,1,1,1,0.5,1,0.5,0.793,0.983,0.688,0.5,0,0.593,1,0.857,0.9,0.88,1,0.8,1,0.667,0.875,0.8,0.875,1,0.8,0.667,0.9,1,0.938,0.5,1,1,1,0,1,0.67,1,1,0.304,0,1,1,1,1,1,1,1,1,1,1,0,Upper middle income,Europe & Central Asia,1,2777689
West Bank and Gaza,PSE,2022,100,92.06666667,73.1125,68.30833333,85,83.6975,1,1,0.762,1,0.727333333,0.738,0.778,0.675,0.833333333,0.934,0.5,0.465,1,0.85,1,1,1,1,1,1,1,0.9,1,0.426,0.524,0.96,0.762,1,0.714,0.7,0.4,1,0.8,0.75,0.778,0.75,0.6,0.5,0.8,1,0.667,0.889,0.6,0.75,1,0.5,1,1,0.67,1,1,1,0.5,0.465,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,Upper middle income,Middle East & North Africa,1,5043612
Croatia,HRV,2022,90,87.46666667,72.30625,72.65833333,95,83.48625,0.9,1,0.624,1,0.651166667,0.765333333,0.7225,0.8125,0.833333333,0.934,1,0.139,1,0.95,1,1,1,1,0.5,1,1,0.75,0.967,0.524,0.702,0.179,0.624,1,0.857,0.5,0.8,0.4,0.6,0.75,0.667,0.75,0.9,0.875,0.6,0.8,0.667,0.778,1,0.625,1,0.5,1,1,1,1,0.67,1,1,0.139,1,1,1,1,1,1,1,1,0.5,1,1,1,High income,Europe & Central Asia,1,3855600
North Macedonia,MKD,2022,100,87.5,74.55,75.25833333,80,83.46166667,1,1,0.625,1,0.808166667,0.711166667,0.5,0.906,0.833333333,0.934,1,0.243,1,0.8,1,1,1,1,1,1,1,0.85,0.919,0.545,0.762,0.048,0.625,1,0.714,0.9,0.76,0.8,0.8,0.875,0.667,0.75,0.9,0.75,0.4,0.8,0,1,1,0.812,1,0.5,1,1,1,1,0.67,1,1,0.243,1,0.5,1,1,1,1,1,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,2057679
Armenia,ARM,2022,90,85.43333333,86.6375,65.20833333,90,83.45583333,0.9,1,0.563,1,0.8425,0.900333333,0.8335,0.869,0.833333333,0.534,1,0.241,1,0.9,1,1,1,1,1,0.5,1,0.693,0.929,0.588,0.605,0,0.563,1,1,0.7,0.88,1,0.6,0.875,0.944,0.875,0.833,0.75,1,1,0.667,1,0.8,0.938,0.5,1,1,1,0,1,0.67,0,1,0.241,1,1,1,1,1,1,1,0.5,0.5,1,1,1,Upper middle income,Europe & Central Asia,1,2780469
Israel,ISR,2022,100,91.1,70.8875,59.29166667,95,83.25583333,1,1,0.733,1,0.694,0.752833333,0.5555,0.775,0.666666667,0.6,1,0.105,1,0.95,1,1,1,1,1,1,1,1,0.936,0.564,0.688,0.476,0.733,1,0.714,0.7,0.8,0.4,0.8,0.75,0.667,0.875,0.7,0.875,0.6,0.8,0.333,0.778,0.8,0.75,1,0,1,1,0,1,0.67,0.33,1,0.105,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Middle East & North Africa,1,9557500
Moldova,MDA,2022,90,95.4,75.4625,67.98333333,85,82.76916667,0.9,1,0.862,1,0.794833333,0.761166667,0.5,0.869,0.833333333,0.666,1,0.22,1,0.85,1,1,1,1,1,0.5,1,0.91,0.967,0.688,0.779,0.967,0.862,1,0.714,0.7,0.88,1,0.6,0.875,0.667,0.75,1,0.75,0.6,0.8,0,1,0.8,0.938,1,0.5,1,1,0,1,0.33,1,1,0.22,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,Upper middle income,Europe & Central Asia,1,2538894
Thailand,THA,2022,100,81.3,91.4625,54.80833333,85,82.51416667,1,1,0.439,1,0.939166667,0.932333333,0.8335,0.869,0.833333333,0.732,0.5,0.127,1,0.85,1,1,1,1,1,1,1,0.417,1,0.279,0.5,0,0.439,1,1,1,0.96,1,0.8,0.875,0.944,0.875,0.9,0.875,1,1,0.667,1,0.8,0.938,0.5,1,1,1,0.33,1,1,0.33,0.5,0.127,1,1,1,1,0.5,1,1,1,1,1,0,1,Upper middle income,East Asia & Pacific,1,71697030
South Africa,ZAF,2022,80,85.96666667,87.58125,73.35833333,85,82.38125,0.8,1,0.579,1,0.815666667,0.919,0.8335,0.969,0.833333333,0.8,1,0.301,1,0.85,1,0,1,1,1,1,1,0.348,0.871,0.288,0.517,0.871,0.579,1,0.714,0.9,0.88,0.8,0.6,1,0.889,0.875,1,0.75,1,1,0.667,1,1,0.938,1,0.5,1,1,1,1,1,0,1,0.301,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,Upper middle income,Sub-Saharan Africa,1,59893885
Kyrgyz Republic,KGZ,2022,100,81.03333333,91.8375,54.40833333,80,81.45583333,1,1,0.431,1,0.936666667,0.9115,0.8335,0.969,0.333333333,0.466,1,0.377,1,0.8,1,1,1,1,1,1,1,0.664,0.54,0.386,0.5,0.067,0.431,1,1,0.9,0.92,1,0.8,1,0.944,0.875,0.9,0.75,1,1,0.667,1,1,0.938,1,0,0,1,0,0.33,1,0,1,0.377,1,0.5,1,1,0.5,1,1,0.5,0.5,1,1,1,Lower middle income,Europe & Central Asia,1,6974900
Serbia,SRB,2022,100,74.53333333,86.0875,73.55833333,70,80.83583333,1,0.5,0.736,1,0.89,0.815333333,0.8335,0.9375,0.833333333,0.866,1,0.243,1,0.7,1,1,1,1,1,1,0.5,0.917,0.952,0.581,0.755,0.476,0.736,1,1,0.9,0.84,0.8,0.8,1,0.667,0.875,1,0.75,0.8,0.8,0.667,1,1,0.875,0.5,1,1,1,0.33,1,1,1,1,0.243,1,1,1,1,0,1,1,0,0,1,1,1,Upper middle income,Europe & Central Asia,1,6664449
Malta,MLT,2022,100,86.1,65.56875,76.29166667,75,80.59208333,1,1,0.583,1,0.599833333,0.711166667,0.5,0.8125,0.666666667,0.934,1,0.451,1,0.75,1,1,1,1,1,1,1,0.652,0.638,0.343,0.555,0.729,0.583,1,0.714,0.5,0.76,0.4,0.6,0.625,0.667,0.75,0.9,0.75,0.4,0.8,0.333,0.667,1,0.625,0.5,0.5,1,1,1,1,0.67,1,1,0.451,1,1,1,1,0.5,0,1,1,1,1,0,1,High income,Middle East & North Africa,1,531113
Brazil,BRA,2022,90,87.2,80.15625,75.26666667,70,80.52458333,0.9,1,0.616,1,0.839,0.849,0.611,0.7375,0.666666667,0.934,1,0.41,1,0.7,1,1,1,1,1,0.5,1,0.926,1,0.493,0.621,0.04,0.616,1,0.714,0.8,0.92,1,0.6,1,0.944,0.875,0.8,0.875,0.6,1,0.333,0.889,0.6,0.875,0.5,0.5,1,1,1,1,0.67,1,1,0.41,1,1,1,1,0,0,1,1,1,1,0,1,Upper middle income,Latin America & Caribbean,1,215313498
Saudi Arabia,SAU,2022,100,88.16666667,71.5875,77.425,65,80.43583333,1,1,0.645,1,0.5965,0.843,0.6335,0.775,1,0.868,1,0.229,1,0.65,1,1,1,1,1,1,1,0.917,1,0.307,0.5,0.5,0.645,1,0.714,0.4,0.84,0.6,0.4,0.625,0.833,0.75,0.8,0.875,0.8,1,0.667,0.6,0.8,0.75,1,1,1,0.67,1,1,0.67,1,1,0.229,1,1,0,1,0.5,1,0,1,1,0,1,1,High income,Middle East & North Africa,1,36408820
"Egypt, Arab Rep.",EGY,2022,100,77.1,83.89375,68.65833333,70,79.93041667,1,1,0.313,1,0.821666667,0.919,0.7835,0.706,0.833333333,0.6,1,0.313,1,0.7,1,1,1,1,1,1,1,0.033,0.9,0.231,0.4,0,0.313,1,1,0.7,0.88,1,0.6,0.75,0.889,0.875,1,0.75,1,1,0.667,0.9,0.6,0.812,1,0.5,1,1,0,1,1,0,1,0.313,1,0.5,0.5,1,0.5,1,1,0,0.5,1,1,1,Lower middle income,Middle East & North Africa,1,110990103
Indonesia,IDN,2022,100,91.1,90.2125,55.175,60,79.2975,1,1,0.733,1,0.905833333,0.932333333,0.8335,0.869,1,0.8,0,0.407,1,0.6,1,1,1,1,1,1,1,0.726,0.983,0.498,0.564,0.895,0.733,1,1,1,0.76,1,0.8,0.875,0.944,0.875,0.9,0.875,1,1,0.667,1,0.8,0.938,1,1,1,1,0.33,1,0.67,1,0,0.407,1,1,0,1,0.5,0,1,0.5,1,1,0,1,Upper middle income,East Asia & Pacific,1,275501339
Ecuador,ECU,2022,100,89.1,89.8,56.85,60,79.15,1,1,0.673,1,0.93,0.882333333,0.778,0.969,0.5,1,0.5,0.274,0,0.6,0,1,1,1,1,1,1,0.933,0.917,0.371,0.467,0.679,0.673,1,1,0.9,0.88,1,0.8,1,0.944,0.875,0.8,0.875,0.8,1,0.667,0.889,1,0.938,0.5,0,1,1,1,1,1,1,0.5,0.274,0,1,0,1,0.5,1,1,0,0.5,1,0,0,Upper middle income,Latin America & Caribbean,1,18001000
Sri Lanka,LKA,2022,100,81.83333333,78.01875,80.4,55,79.05041667,1,1,0.455,1,0.698166667,0.848166667,0.8335,0.769,1,0.666,1,0.55,1,0.55,1,1,1,1,1,1,1,0.462,0.91,0.426,0.476,0,0.455,1,0.714,0.8,0.8,0.4,0.6,0.875,0.889,0.75,0.9,0.75,0.8,1,0.667,1,0.6,0.938,1,1,1,1,0.33,1,0,1,1,0.55,1,1,0,1,0.5,1,1,0,0,1,0,1,Lower middle income,South Asia,1,22181000
Ukraine,UKR,2022,100,53.8,87.0625,58.48333333,95,78.86916667,1,1,0.614,0,0.85,0.848666667,1,0.869,0.333333333,0.732,1,0.274,0,0.95,0,1,1,1,1,1,1,0.712,0.719,0.312,0.507,0.821,0.614,0,1,0.7,0.8,1,0.6,1,0.667,0.875,1,0.75,1,0.8,1,1,0.8,0.938,0,0,1,1,0.33,1,0.33,1,1,0.274,0,1,1,1,1,1,1,0.5,1,1,1,0,Lower middle income,Europe & Central Asia,1,3.80E+07
Jordan,JOR,2022,80,90.36666667,87.6,64.50833333,70,78.495,0.8,1,0.711,1,0.866166667,0.902333333,0.8335,0.869,0.833333333,0.934,0.5,0.313,1,0.7,1,0,1,1,1,1,1,0.702,0.983,0.574,0.524,0.774,0.711,1,0.857,0.7,0.84,1,0.8,1,0.889,0.875,0.9,0.75,1,1,0.667,1,0.8,0.938,1,0.5,1,1,1,1,1,0.67,0.5,0.313,1,1,0.5,1,0.5,1,1,0.5,0.5,1,0,1,Lower middle income,Middle East & North Africa,1,11285869
Kazakhstan,KAZ,2022,90,89.26666667,89.3875,62.3,60,78.19083333,0.9,1,0.678,1,0.8325,0.928166667,1,0.869,0.5,0.534,1,0.458,1,0.6,1,1,1,1,0.5,1,1,0.85,0.819,0.45,0.474,0.798,0.678,1,1,0.6,0.92,1,0.6,0.875,0.944,0.75,1,0.875,1,1,1,1,0.8,0.938,1,0.5,0,1,0,1,0.67,0,1,0.458,1,0.5,1,1,0,0,1,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,19621972
Montenegro,MNE,2022,100,69.86666667,83.2125,57.19166667,80,78.05416667,1,0.5,0.596,1,0.875833333,0.827833333,0.8335,0.7125,0.666666667,0.6,1,0.021,-99,0.8,-99,1,1,1,1,1,0.5,0.624,0.79,0.293,0.517,0.757,0.596,1,1,0.9,0.88,0.8,0.8,0.875,0.667,0.875,1,0.625,1,0.8,0.667,1,0.8,0.625,0.5,0.5,1,1,0.33,1,0.67,0,1,0.021,,1,1,1,1,1,1,0,0,1,1,,Upper middle income,Europe & Central Asia,1,617213
Uruguay,URY,2022,100,87.93333333,89.075,56.73333333,55,77.74833333,1,1,0.638,1,0.89,0.883333333,1,0.806,0.333333333,0.8,1,0.136,1,0.55,1,1,1,1,1,1,1,0.867,0.581,0.31,0.5,0.933,0.638,1,1,0.9,0.84,1,0.6,1,1,0.875,1,0.625,0.8,1,1,1,0.8,0.812,0.5,0.5,0,1,0,1,1,1,1,0.136,1,1,0.5,0.5,0,1,1,0.5,0,1,0,1,High income,Latin America & Caribbean,1,3422794
Mauritius,MUS,2022,90,85.5,80.9375,60.10833333,70,77.30916667,0.9,1,0.565,1,0.7575,0.866666667,0.8335,0.769,0.833333333,0.466,1,0.105,1,0.7,1,0.5,1,1,1,1,1,0.776,0.619,0.426,0.571,0.433,0.565,1,1,0.8,0.92,0.8,0.4,0.625,1,0.875,0.9,0.625,0.8,1,0.667,1,0.6,0.938,0.5,1,1,1,0,1,0.33,0,1,0.105,1,1,0,1,0.5,1,1,1,0.5,1,0,1,Upper middle income,Sub-Saharan Africa,1,1262523
United Arab Emirates,ARE,2022,100,79.56666667,71.175,65.33333333,70,77.215,1,0.5,0.887,1,0.620333333,0.822166667,0.7225,0.644,0.833333333,0.4,1,0.38,1,0.7,1,1,1,1,1,1,0.5,0.967,1,0.779,0.745,0.943,0.887,1,0.857,0.4,0.84,0.6,0.4,0.625,0.833,0.625,0.8,0.875,0.8,1,0.667,0.778,0.6,0.688,0.5,1,1,1,0,1,0,0,1,0.38,1,0.5,0,1,0.5,1,1,1,1,1,0,1,High income,Middle East & North Africa,1,9441129
Malaysia,MYS,2022,80,87.6,85.08125,75.425,55,76.62125,0.8,1,0.628,1,0.846166667,0.899,0.8335,0.7375,1,0.598,1,0.419,0,0.55,0,1,1,0,1,1,1,0.917,0.91,0.41,0.49,0.412,0.628,1,0.857,0.9,0.92,1,0.4,1,0.944,0.875,0.9,0.875,0.8,1,0.667,1,0.6,0.875,1,1,1,1,0.33,1,0.33,0.33,1,0.419,0,1,0.5,1,0,1,1,0,0,1,0,0,Upper middle income,East Asia & Pacific,1,33938221
Paraguay,PRY,2022,90,69.36666667,87.74375,57.05833333,75,75.83375,0.9,0.5,0.581,1,0.806666667,0.949,0.7835,0.969,0.833333333,0.666,0.5,0.283,0,0.75,0,1,1,1,1,0.5,0.5,0.348,0.91,0.24,0.517,0.893,0.581,1,1,0.6,0.84,0.8,0.6,1,0.944,0.875,1,0.875,1,1,0.667,0.9,1,0.938,1,0.5,1,1,0.33,1,0.33,0.67,0.5,0.283,0,1,0.5,1,0.5,1,1,1,0.5,1,0,0,Upper middle income,Latin America & Caribbean,1,6780744
Tunisia,TUN,2022,90,89.46666667,82.75,58.41666667,55,75.12666667,0.9,1,0.684,1,0.8085,0.874,0.6665,0.906,0.666666667,0.534,1,0.136,0,0.55,0,0.5,1,1,1,1,1,0.588,0.9,0.598,0.467,0.867,0.684,1,0.571,1,0.88,0.8,0.6,1,0.944,0.75,1,0.75,0.8,1,0.333,1,1,0.812,1,0,1,0.67,0.33,1,0.67,0,1,0.136,0,0.5,0.5,1,0.5,1,1,0,0,1,0,0,Lower middle income,Middle East & North Africa,1,12356117
India,IND,2022,80,87.73333333,86.28125,63.66666667,55,74.53625,0.8,1,0.632,1,0.852833333,0.932333333,0.778,0.769,0.666666667,0.534,1,0.346,1,0.55,1,0,1,1,1,1,1,0.817,0.967,0.426,0.614,0.336,0.632,1,0.857,0.9,0.76,1,0.6,1,0.944,0.875,0.9,0.875,1,1,0.667,0.889,0.6,0.938,0.5,0.5,1,0,0.33,0.67,0.67,1,1,0.346,1,1,0.5,0.5,0.5,1,1,0,1,0,0,1,Lower middle income,South Asia,1,1417173173
El Salvador,SLV,2022,90,78.8,78.2875,51.71666667,70,73.76083333,0.9,1,0.364,1,0.782333333,0.865666667,0.45,0.869,0.666666667,0.266,1,0.136,0,0.7,0,1,1,1,1,0.5,1,0.379,0.733,0.26,0.448,0,0.364,1,0.714,0.7,0.88,0.8,0.6,1,0.944,0.875,0.9,0.875,0.6,1,0,0.9,0.8,0.938,0.5,0.5,1,1,0,0,0.33,0,1,0.136,0,1,1,1,0,1,1,1,0,1,0,0,Upper middle income,Latin America & Caribbean,1,6336392
Peru,PER,2022,90,87.33333333,90.925,54.75,45,73.60166667,0.9,1,0.62,1,0.943333333,0.899,0.778,0.969,1,1,0,0.19,0,0.45,0,1,1,1,1,0.5,1,0.967,0.933,0.588,0.5,0.112,0.62,1,1,0.9,0.96,1,0.8,1,0.944,0.875,0.9,0.875,0.8,1,0.667,0.889,1,0.938,1,1,1,1,1,1,1,1,0,0.19,0,1,0,1,0,0,1,0.5,0,1,0,0,Upper middle income,Latin America & Caribbean,1,34049588
Azerbaijan,AZE,2022,80,68.83333333,82.54375,66.075,70,73.49041667,0.8,0.5,0.565,1,0.815666667,0.834666667,0.7835,0.869,1,0.4,1,0.243,1,0.7,1,0,1,1,1,1,0.5,0.95,0.826,0.49,0.557,0,0.565,1,0.714,0.7,0.88,1,0.6,1,0.833,0.75,1,0.625,0.8,1,0.667,0.9,0.8,0.938,1,1,1,1,0,1,0,0,1,0.243,1,0.5,1,1,0,1,1,0.5,0,1,1,1,Upper middle income,Europe & Central Asia,1,10141756
Senegal,SEN,2022,80,82,78.45625,48.925,75,72.87625,0.8,1,0.46,1,0.857666667,0.778166667,0.5,0.869,1,0.8,0,0.157,1,0.75,1,0,1,1,1,1,1,0.136,0.867,0.155,0.433,0.707,0.46,1,0.571,0.9,0.8,1,1,0.875,0.944,0.875,0.7,0.75,0.6,0.8,0,1,0.8,0.938,1,1,1,0.67,1,1,1,0.33,0,0.157,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,Lower middle income,Sub-Saharan Africa,1,17316449
Viet Nam,VNM,2022,100,69.33333333,77.25,77.6,40,72.83666667,1,0.5,0.58,1,0.8015,0.8565,0.5,0.706,1,0.8,1,0.304,1,0.4,1,1,1,1,1,1,0.5,0.776,0.967,0.762,0.393,0,0.58,1,0.714,0.9,0.72,1,0.6,0.875,0.889,0.875,0.9,0.875,0.6,1,0,1,0.6,0.812,1,1,1,1,0.33,1,0.67,1,1,0.304,1,0.5,0,1,0.5,1,1,0,0,0,0,1,Lower middle income,East Asia & Pacific,1,98186856
Dominican Republic,DOM,2022,100,67.96666667,77.13125,43.65833333,75,72.75125,1,0.5,0.539,1,0.784833333,0.815666667,0.5,0.869,0.833333333,0.6,0,0.313,0,0.75,0,1,1,1,1,1,0.5,0.819,0.967,0.345,0.564,0,0.539,1,0.714,0.6,0.92,0.8,0.8,0.875,0.944,0.875,0.6,0.875,0.6,1,0,1,0.8,0.938,0.5,1,1,1,0,1,1,0,0,0.313,0,1,1,1,0.5,1,1,1,0,1,0,0,Upper middle income,Latin America & Caribbean,1,11228821
Guatemala,GTM,2022,80,62,85.8625,63.74166667,70,72.32083333,0.8,0.5,0.36,1,0.782333333,0.939833333,0.8335,0.869,0.666666667,0.6,1,0.283,0,0.7,0,0,1,1,1,1,0.5,0.519,0.66,0.224,0.395,0,0.36,1,0.714,0.7,0.88,0.8,0.6,1,0.889,0.875,1,0.875,1,1,0.667,1,0.8,0.938,1,0,1,0.67,1,1,0.33,0,1,0.283,0,1,1,1,0,1,1,0,1,1,0,0,Upper middle income,Latin America & Caribbean,1,17357886
Myanmar,MMR,2022,100,67.36666667,85.3375,43.73333333,65,72.2875,1,0.5,0.521,1,0.863333333,0.9115,0.8335,0.669,0.833333333,0.6,0,0.316,1,0.65,1,1,1,1,1,1,0.5,0.686,0.867,0.588,0.467,0,0.521,1,1,0.9,0.68,1,0.6,1,0.944,0.875,0.9,0.75,1,1,0.667,1,0.4,0.938,1,0.5,1,1,0,1,0.33,0.67,0,0.316,1,1,0.5,0,0.5,1,1,0.5,1,1,0,1,Lower middle income,East Asia & Pacific,1,54179306
Morocco,MAR,2022,80,89.6,85.91875,60.78333333,45,72.26041667,0.8,1,0.688,1,0.872333333,0.8365,0.778,0.969,0.333333333,0.734,1,0.364,0,0.45,0,0,1,1,1,1,1,0.688,0.967,0.419,0.5,0.867,0.688,1,0.714,1,0.92,1,0.6,1,0.944,0.625,0.7,0.75,1,1,0.667,0.889,1,0.938,1,0,0,0.67,0.33,1,0.67,1,1,0.364,0,1,0,0.5,0,1,1,0,0,1,0,0,Lower middle income,Middle East & North Africa,1,37457971
Argentina,ARG,2022,70,78.93333333,90.15625,59.775,60,71.77291667,0.7,1,0.368,1,0.915833333,0.904166667,0.7835,0.969,0.5,0.734,1,0.157,0,0.6,0,0,1,1,0.5,1,1,0.571,0.483,0.212,0.474,0.098,0.368,1,1,0.9,0.92,1,0.8,0.875,1,0.875,1,0.75,0.8,1,0.667,0.9,1,0.938,1,0.5,0,1,0.67,1,0.67,0.33,1,0.157,0,1,0,0.5,0.5,1,1,1,0,0,1,0,Upper middle income,Latin America & Caribbean,1,46234830
Uganda,UGA,2022,100,65.4,81.55,40.10833333,70,71.41166667,1,0.5,0.462,1,0.776666667,0.882333333,0.778,0.769,0.833333333,0.666,0,0.105,1,0.7,1,1,1,1,1,1,0.5,0.445,0.867,0.395,0.602,0,0.462,1,1,0.7,0.76,0.6,0.6,1,0.944,0.875,0.6,0.875,1,1,0.667,0.889,0.6,0.938,1,0.5,1,1,0.33,1,1,0,0,0.105,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0,1,Low income,Sub-Saharan Africa,1,47249585
Bolivia,BOL,2022,100,66.93333333,81.98125,62.05,45,71.19291667,1,0.5,0.508,1,0.775833333,0.882333333,0.778,0.806,1,0.666,0.5,0.316,0,0.45,0,1,1,1,1,1,0.5,0.871,0.779,0.395,0.493,0,0.508,1,1,0.7,0.88,0.6,0.6,0.875,0.944,0.875,0.8,0.875,0.8,1,0.667,0.889,0.8,0.812,1,1,1,1,0.33,1,0.67,0.33,0.5,0.316,0,0.5,0,0.5,0.5,1,1,0,0,1,0,0,Lower middle income,Latin America & Caribbean,1,12224110
